SN,0
GS,2
DS,1
JS,1
GR,0
AJ,1
PGTC,1
PGTB,1
SD,1
CH,1
RKS,1
BP,1
TK,0
SV,1
AL,1
VK,1
SUN,1
TGTS,1
PR,1
HAR,1
THA,1
AY,1
US,1
NS,0
NK,0
MJ,1
KOM,1
PET,1
PJ,1
NIS,1
RUC,1
RAJ,1
COMP,1
G/T,1
